,poi_id,location_name,longitude,latitude,raw_visit_counts,date_start
16,11402d4d-b494-4f61-995f-f495b1caeacf,Peerless Pattern & Machine,-86.852276,40.421621,15,2020-11-02
17,bd309d02-fa8c-4bbd-8adf-8e2246304f3f,Peterman Heating Cooling and Plumbing,-86.850875,40.418074,11,2020-11-02
18,d6f26844-aaa7-4486-aa92-1730855bd58f,Crossroads Foundation Repair,-86.78530400000002,40.363626,17,2020-11-02
19,d8f0e9cc-6751-48cf-b927-27a670d222ef,Smittybread Bakery,-86.892756,40.41333,7,2020-11-02
20,753228a0-d9f0-4e50-959a-a2bae74a23b9,Something Blue Bakery,-86.886277,40.419269,8,2020-11-02
21,98ec5d8a-7280-45eb-87a0-ba73c0647a4b,Great Harvest Bread Co.,-86.87928199999998,40.410215,24,2020-11-02
22,e29fea99-0fa4-46a7-bf97-d0b69a513f1f,Insomnia Cookies,-86.91301,40.431572,22,2020-11-02
23,981693eb-48c0-4458-897a-9eb22630aec0,Interstate Brands Corporation,-86.85746800000003,40.414747,5,2020-11-02
24,6c848b74-d910-4094-9f81-0f5551f81830,Hostess Cake Continental Baking Company,-86.857474,40.414761,3,2020-11-02
25,949cd3ad-9a88-48cd-b42e-b10b13d17327,Mexican Bakery Mama Ines,-86.85898900000002,40.422548,38,2020-11-02
26,4a962a85-501a-4f98-8d6c-1e11c07440f7,Lafayette Brewing Co,-86.889989,40.419367,22,2020-11-02
27,60bbac04-f588-432d-968b-1acb1e2e1e84,Teays River Brewing,-86.886377,40.383389,151,2020-11-02
28,7e9931bb-e3a6-44d0-a34e-cf0cfde0bafd,Peoples Brewing Co,-86.88656999999998,40.43764,4,2020-11-02
29,d0e84a46-c31d-4095-9532-da489792b6f3,Brokerage Brewing Company,-86.91405,40.454081,39,2020-11-02
30,a8a7df60-9b9e-40a4-a627-0edc70d59782,Wildcat Creek Winery,-86.843267,40.446656,9,2020-11-02
31,2e2ddd87-86e9-4948-b71a-c18040fea224,RT Customizing,-86.903358,40.249924,8,2020-11-02
32,a56d87fd-049f-4c16-ac58-91bc2e7b95f5,JL Hufford,-86.850098,40.396946,25,2020-11-02
33,cf30f25a-7260-4a3a-bea0-ca1f0054c191,ProAxis Group,-86.865114,40.486731,14,2020-11-02
34,488444d3-e62a-40dc-8dd1-bd4df7babc48,Cart Away Concrete,-86.88786800000003,40.433884,20,2020-11-02
35,2c4fed2d-a247-40df-a1a0-aa7e44e0e966,ABC Supply,-86.85834399999997,40.37549600000001,21,2020-11-02
36,3cbeefde-a452-4a01-9864-7e3ff404ac0a,Graybar,-86.855299,40.414263,11,2020-11-02
37,20971fd4-5916-4786-b631-2c5a3899206b,Ferguson,-86.86139,40.3885,28,2020-11-02
38,32ac2096-1735-4f12-a7c6-9b769043c626,Smiley's Royal Comfort,-86.83912,40.400942,18,2020-11-02
39,be11f4c2-c8a4-4609-a731-7e5f96a14aee,Premier Air Heating & Cooling,-86.859138,40.377137,14,2020-11-02
40,6c36debb-9ac8-4714-b57c-b50b37dabd4c,United Refrigeration,-86.886528,40.437899,8,2020-11-02
41,ff047527-176f-4d9b-9d91-0d0ab8805a44,L&W Supply,-86.821783,40.366818,14,2020-11-02
42,e9e41100-191f-44f1-8fc3-c3f419010ca4,Applied Industrial Technologies,-86.820495,40.36539000000001,14,2020-11-02
43,6fade34c-4a9f-4052-a158-cc931720eed3,Motion Industries,-86.83959899999998,40.395906,4,2020-11-02
44,75d95401-b190-4c13-8933-1d97c3e07826,SalonCentric,-86.815337,40.41422,12,2020-11-02
45,7d79b273-d373-45cd-9515-f474e5ed9072,Central Supply Company,-86.833464,40.387412,18,2020-11-02
46,90fa0319-8afc-4fe3-a276-773d3bd231f7,Lafayette Pool & Spa,-86.86134799999998,40.367557,6,2020-11-02
47,3c8e6390-e5b4-4681-adee-712febc196fc,Don's Stun Guns,-86.881437,40.379221,19,2020-11-02
48,ad5fbefe-9e6a-47da-8011-8dadd9ad4cfe,Linden Conservation Club,-86.892971,40.228,3,2020-11-02
49,735ba946-a66a-4e3f-b4cf-73786e167266,Vinton Community Pool,-86.86085899999998,40.436011,23,2020-11-02
50,fced2776-8f57-4b51-b9b3-796d71e0483c,SF Arms,-87.045455,40.344225,24,2020-11-02
51,b17b9d56-f55d-4ff4-897b-84f2e7016594,Aquarius Pools & Spas,-86.86012,40.412662,10,2020-11-02
52,a7c1afbc-73da-450d-8510-12b74095c680,Applied Ballistics,-86.859096,40.376437,38,2020-11-02
53,721ef613-a68a-407b-a390-08914053a501,Praxair,-86.865727,40.395004,4,2020-11-02
54,9433dae8-02a7-4409-805a-0e2ff1ebc70d,Rural King,-86.86784,40.397547,151,2020-11-02
55,a7d0a017-998e-40c0-aa56-e5c6b8a3ba13,JX Peterbilt Lafayette,-86.854399,40.449568,23,2020-11-02
56,5a5092da-0b08-4e9c-a2bb-fa80bb8afb71,Bob Rohrman Toyota,-86.832801,40.418455,106,2020-11-02
57,21af50af-78a5-476d-a771-42ea1eba2104,NISSAN OF LAFAYETTE,-86.83827600000002,40.418224,129,2020-11-02
58,1d0403a7-35b4-4a41-a329-2729fb60e26c,BMW of Lafayette CCRC,-86.858824,40.41223400000001,49,2020-11-02
59,3663dc43-4d63-47ba-b84d-bc3ce0a87ee5,Twin City Dodge Chrysler Jeep Ram,-86.858542,40.411262,121,2020-11-02
60,c88ef3c7-0434-4ef3-bc18-6a419ee7f285,MERCEDES BENZ OF LAFAYETTE,-86.86428000000002,40.404915,44,2020-11-02
61,bf275500-aff9-480a-a584-3e3a3f4ca4f1,MIKE RAISOR CADILLAC,-86.863285,40.40573300000001,108,2020-11-02
62,31ef7c7f-a302-4c37-bf5e-ede88c636031,Bob Rohrman Lincoln,-86.857276,40.407769,58,2020-11-02
63,4f8c78ce-f119-43fa-80d3-1115f6ef8df7,Bob Rohrman Subaru,-86.839135,40.394797,101,2020-11-02
64,a8fc71c3-c84d-49ae-ba7e-cf9ea8f6d190,MIKE RAISOR LINCOLN,-86.85591600000002,40.397985,53,2020-11-02
65,3256d494-bbb6-4765-8520-59c54d98a0ef,Raisor Automart,-86.861778,40.368701,27,2020-11-02
66,a3a504c8-0b82-4292-b328-f866fbda2e4e,Unity Auto Sales,-86.897272,40.394975,3,2020-11-02
67,280ef105-2dcb-4b85-818b-21e819777703,Down The Road Motors,-86.906254,40.38911,12,2020-11-02
68,aceb90d0-56de-4a1a-a37a-fbe7b65a51ce,A 1 Used Cars,-86.71975,40.250123,29,2020-11-02
69,0cd903d2-00a1-44ac-b262-fbc7475eb2bd,Lafayette Travel Trailer Sales Inc Recreatnl Vehs,-86.857225,40.449124,5,2020-11-02
70,d5d27576-2008-441d-9611-cfd2c5bb5725,Lafayette Auto Wholesalers,-86.860065,40.409025,77,2020-11-02
71,06896cca-ad68-4423-bc83-4cf95fcb4f09,Trafny Auto,-86.851662,40.415063,58,2020-11-02
72,61303e40-d49b-494a-abaa-881c430eea3a,Lewis Motor Sales,-86.856976,40.40407,38,2020-11-02
73,3a680caa-1805-4341-a727-c507cf827ec9,J.D. Byrider,-86.85741,40.4124,44,2020-11-02
74,b5061135-ce0c-4311-863c-620d099547de,Bob Rohrman Mitsubishi,-86.857098,40.408125,35,2020-11-02
75,d733def7-be50-495e-b8ed-b4e35d5a6d3c,Speedway Auto,-86.85878199999998,40.42459,16,2020-11-02
76,f9679e41-a44c-4d23-b61e-f9414bcc80b3,Thompson Brothers Auto Sales,-86.856967,40.394862,21,2020-11-02
77,081af72e-3a05-42a7-b823-ca4a53c0972e,Moto Gurus Auto Sales and Service Experts,-86.850011,40.386708,6,2020-11-02
78,afeae8f6-6cfd-4d7c-921b-e29d7fc218ec,Mike Raisor Pre Owned,-86.83534399999998,40.387827,15,2020-11-02
79,e651bcae-351a-4c5b-a058-580b8a52eb7d,Mike Raisor,-86.835371,40.387917,28,2020-11-02
80,76cc30b1-486a-49b5-aae4-b664da5b9443,Beyond the Limits Moto,-86.88212,40.43061,33,2020-11-02
81,2ee5a6cc-e0aa-49fe-92bc-ab795be063ed,Classic Cycles of Lafayette,-86.876325,40.415744,28,2020-11-02
82,a74f03b8-3224-4fa5-842a-8190a69e8c54,Harley Davidson,-86.823103,40.415021,20,2020-11-02
83,01b62105-e601-4c58-8025-9d5e0c34f8e9,Spyke's KTM,-86.852583,40.417079,42,2020-11-02
84,e9316e9d-8db6-4134-8a50-1c1da16fb9bc,Raisor Power Sports,-86.846535,40.392854,33,2020-11-02
85,014ec0a9-b2a3-49c8-8897-46f521bdd92e,Crossroads Motorsports,-86.833467,40.385713,77,2020-11-02
86,3eac1f79-38bc-45af-b65d-a999e93105ac,AutoZone,-86.86585500000002,40.367697,51,2020-11-02
87,4d434ebc-d8d3-497b-b4e5-0fba8f90907c,Unique Auto Care & Tire Center,-86.85781300000002,40.372362,14,2020-11-02
88,c6991e1e-577c-47d6-a449-d5b245affbcd,O'Reilly Auto Parts,-86.86335,40.366604,45,2020-11-02
89,0df2ab62-8775-4a15-8fb1-0ca163f1698b,Lafayette Auto Supply,-86.89333,40.41581400000001,79,2020-11-02
90,eab36137-9562-4848-995c-59a8c515de75,Revomotive,-86.890423,40.416812,39,2020-11-02
91,a6dc4b99-13c6-4aa4-a16f-49e7d6f8f83b,Walter's Auto Imports Repair,-86.92188900000002,40.386864,5,2020-11-02
92,9c1278dc-ecfc-4b1c-b09d-52e011764279,Auto Specialty Of Lafayette,-86.896372,40.394963,5,2020-11-02
93,cffa991e-1d28-40d3-bb28-f0755ed52011,Snider's Auto Detailing,-86.908863,40.392709,8,2020-11-02
94,3e108187-69fd-4187-84a7-4d4534d8c7f4,Advance Auto Parts,-86.860848,40.395038,70,2020-11-02
95,8036c71d-6152-471a-9f9d-be4a606cf75c,Momax Auto Repair,-86.862711,40.393908,9,2020-11-02
96,433d5137-0ff2-49fc-9d68-29c71cb54e68,Smart Start,-86.879097,40.448483,10,2020-11-02
97,e5471b03-edba-4ddd-ac7f-d6719eff2225,A Tire Specialty And Auto Repair,-86.885563,40.443458,28,2020-11-02
98,2aa3fbd0-eb65-4680-8c79-99da44d80239,NAPA Auto Parts,-86.860998,40.410919,13,2020-11-02
99,f0c637d5-737a-448e-a5c2-685a39cef1da,O'Reilly Auto Parts,-86.90994,40.454025,55,2020-11-02
100,74937222-dda3-4b35-bbcb-1638207cda1e,AutoZone,-86.910701,40.453754,46,2020-11-02
101,f9ad9ce0-c92e-4b61-b616-0bc078544f04,BWC Auto Care Center,-86.857001,40.423289,31,2020-11-02
102,a93ca87e-59e8-489a-91c5-d6f66fba20c8,Tire Barn,-86.85754399999998,40.421691,8,2020-11-02
103,59ce05a1-ce85-4389-84b5-0afa5286a457,Discount Tire,-86.83950300000002,40.412037,82,2020-11-02
104,24b30ab6-ff32-41b6-b866-2e0eb0db6aa0,O'Reilly Auto Parts,-86.85746999999998,40.418812,65,2020-11-02
105,7dff9ba4-62f2-4284-b06c-9b015a367f16,AutoZone,-86.856803,40.402351,90,2020-11-02
106,7d6a809c-1056-4297-99b3-72b3249d6358,Batteries Plus Bulbs,-86.84710799999998,40.392922,19,2020-11-02
107,874c9c40-097b-4899-bf3f-72999e80a92e,Firestone Complete Auto Care,-86.853123,40.392444,175,2020-11-02
108,66fed749-650c-4469-bb68-70937993202a,Pep Boys,-86.85432800000002,40.395997,82,2020-11-02
109,c72d323d-48d0-4e34-bf15-2e156e7f1982,Best One Tire & Service,-86.858109,40.402461,75,2020-11-02
110,4ff71793-e0d6-47d2-9497-e78cfb5e0598,Quick Lane,-86.854576,40.397607,74,2020-11-02
111,da40083d-a666-46bf-863c-b751fc19a077,Design Nook Interiors,-86.893231,40.420172,14,2020-11-02
112,500abab3-f907-437e-9a99-a8c5b7a8bca1,American Freight,-86.86014899999998,40.394507,30,2020-11-02
113,5545ebf0-4f14-4f52-a499-8a5bdaa1df10,Mark's Mattress Outlet,-86.857016,40.396014,21,2020-11-02
114,62b500c9-9bbb-4454-9ffa-4947bf93860e,Mattress Clearance Center,-86.868287,40.402028,13,2020-11-02
115,58e5e0ba-660d-4320-8a5f-8f8d80254262,Chromecraft Revington,-86.929826,40.466008,16,2020-11-02
116,9fb473f8-638b-4a39-9ab8-8dba48592be1,Holder Bedding Mattress Factory,-86.852693,40.419855,20,2020-11-02
117,78022d42-a8e8-4068-9950-7bd347234ea9,Merrell's Furniture 1,-86.85321,40.424664,26,2020-11-02
118,df65361a-7114-493b-a33b-3418cfa0678e,La-Z-Boy,-86.836671,40.41594,14,2020-11-02
119,c1acbd62-0af9-4e0b-a2c8-eb19ef39e259,Star Furniture,-86.83735,40.411944,45,2020-11-02
120,5e7871fa-88af-442e-aaff-516de7848541,Aardvark Furniture,-86.861327,40.41894,18,2020-11-02
121,a8574d6d-3d9c-4c7e-beaa-8b02e3ef44ab,Furniture Row,-86.856213,40.401397,3,2020-11-02
122,29e62c36-fe62-4710-a47e-8a4a55edc684,Denver Mattress,-86.856381,40.401548,12,2020-11-02
123,f92902b6-013f-445d-aecb-ae47ce10c2bd,Kittle's Furniture Lafayette,-86.845642,40.38706,8,2020-11-02
124,fccdd02b-6926-433a-9435-a774b38b030f,Sleep Number,-86.85595699999998,40.396972,19,2020-11-02
125,fdc05a10-61fa-47f2-8830-e383494a2875,Mattress Super Store,-86.852517,40.396276,12,2020-11-02
126,9fce53e4-a483-4134-8fee-61b0d3b6fe38,Mattress Express,-86.845663,40.387044,7,2020-11-02
127,9c933e02-469a-4479-922b-9902b26a2fba,Bassett Furniture,-86.845637,40.387079,7,2020-11-02
128,dd572279-bbd7-4946-8561-9c37014ec935,Mattress Firm,-86.8558,40.396385,38,2020-11-02
129,d4e68297-b779-4161-a837-0df23fde4d4c,Lumber Liquidators,-86.82539799999998,40.413502,47,2020-11-02
130,65cafa26-f157-425a-b73b-9671d769891d,Carpet One Floor & Home,-86.860099,40.412422,30,2020-11-02
131,7eb76387-5b28-4a2b-bbb3-d592e3de7160,Carpetland USA,-86.855374,40.416856,11,2020-11-02
132,bbcb8465-2121-416f-bfc5-db88605863bc,Flooring America,-86.85588100000002,40.394155,9,2020-11-02
133,ac809170-ba8c-4b99-a056-7f5967414056,Zojila,-86.886524,40.43744,33,2020-11-02
134,3cd3475a-29cd-48e6-9065-7e51b79a7420,Kitchenart the Store For Cooks,-86.9347,40.46480800000001,5,2020-11-02
135,12378ef1-1a98-4e72-a3a0-5c15abe30920,Lee Supply,-86.841734,40.398902,73,2020-11-02
136,5839dcc0-5b1e-409c-9d91-af7b79517a1f,At Home,-86.851727,40.400336,114,2020-11-02
137,71f6961e-1b35-4d08-bb17-4f381d06df96,Bed Bath & Beyond,-86.852639,40.395889,77,2020-11-02
138,85d79d4b-dff3-4069-af50-2eae1e88dc15,Gibson's Shaved Ice,-86.9394,40.467168,11,2020-11-02
139,a16bde2d-231f-4968-8950-61b423c481d0,Gibson's Shaved Ice Columbia Park,-86.870421,40.411699,47,2020-11-02
140,9fd86b4e-f89a-4f5d-b1eb-7e60bbe3a064,Cellular Sales,-86.8612,40.366737,30,2020-11-02
141,cf96c091-4337-4f12-ba3a-fc55464a79b6,TCC,-86.957033,40.467956,154,2020-11-02
142,4ebd981e-5998-439f-9a07-08c3401147e7,Computers Made Easy,-86.858197,40.394482,20,2020-11-02
143,517898d7-66c2-458a-ba2e-35b9bac22fd4,Echo Karaoke,-86.90088100000001,40.421568,15,2020-11-02
144,798c6e80-9d2f-4e96-b63c-4ebf53ec1c86,Jl Records,-86.899392,40.422411,52,2020-11-02
145,df620940-d40a-43bc-8757-062fc7b47ba6,Advanced Computers,-86.907348,40.424106,4,2020-11-02
146,4b33d76e-f98c-4a7d-b533-1e8265dc49c8,Proformance Sound & Graphics,-86.859308,40.416846,4,2020-11-02
147,c73b0227-ea28-40ea-9963-8ef68d0a45b8,Sound Check,-86.85238199999998,40.411846,41,2020-11-02
148,9850f72f-ff3a-46fa-8dd8-2f16f083c224,Sherwin-Williams,-86.85778499999998,40.393745,13,2020-11-02
149,5154978b-cf89-4121-a298-69293eeedfb9,Sherwin-Williams,-86.869445,40.39677800000001,10,2020-11-02
150,abcf2261-f0aa-4794-90d4-1aafcbb1e698,Sherwin-Williams,-86.919729,40.45280800000001,28,2020-11-02
151,addd8f33-8847-42a9-a998-76ef35128071,PPG Paints 9303,-86.86053000000003,40.418443,4,2020-11-02
152,3062552c-6196-4fa7-8a62-2a8aa07ae8e8,Menard's,-86.960562,40.470093,620,2020-11-02
153,2a3f9c7e-0f00-46e2-83c3-c72560cfc68b,Ace Hardware,-86.899959,40.386839,64,2020-11-02
154,421e6177-c2a4-4670-8678-5b969862fd44,A Beautiful Lawn & Landscape,-86.738479,40.284468,5,2020-11-02
155,7ad2c2a5-8866-462b-b75a-bda2c233bb71,Tractor Supply Co.,-86.818588,40.377496,127,2020-11-02
156,40263049-5798-4e3c-84ce-458002371e6c,Ace Hardware,-86.923986,40.453875,63,2020-11-02
157,99eef75e-98de-4a42-8ec5-0ff3aa047484,Lowe's,-86.84163199999998,40.418895,526,2020-11-02
158,a21e2900-2681-4834-ac2a-678cc7884b23,Lh Industrial Supplies,-86.83880699999997,40.395905,15,2020-11-02
159,b806ae26-6e7b-4bee-b42d-e55e02db96aa,Harbor Freight Tools,-86.85334499999998,40.396452,88,2020-11-02
160,7efa8676-b53e-4a4d-85b1-a99704520d4a,Menard's,-86.843411,40.386843,1006,2020-11-02
161,13ed5046-b127-4cf7-a66d-c00b3b992e20,Fastenal,-86.85684499999998,40.38449,45,2020-11-02
162,0e810dc5-d49c-4eff-8a5b-b0b542b3d796,Foundation Building Materials (FBM),-86.853406,40.385518,28,2020-11-02
163,3940b597-a2cf-43a5-b587-6793b551481d,Tynan Equipment Company,-86.85302,40.40995,29,2020-11-02
164,6358d4a5-0c69-4daa-b4ac-606658588ed8,Seed Genetics,-86.84299200000002,40.418827,14,2020-11-02
165,aa6c8a6a-f1b4-48e1-9995-667a5c5ccde2,La Plaza,-86.870602,40.36756,26,2020-11-02
166,4665f554-0bb6-490e-b0ad-1e04e451ebd3,Meijer,-86.956852,40.469866,803,2020-11-02
167,d25cfdfd-2a51-4ca1-a5de-97183ede26bc,Guadalajara Mexican Grocery,-86.950059,40.467913,24,2020-11-02
168,7a6963be-48d6-4497-a865-58690bc4f7e4,Cityfoods,-86.88972199999998,40.419336,3,2020-11-02
169,0dca5562-b5a3-44ca-99e6-63aa88395915,Hana Market,-86.954392,40.466819,17,2020-11-02
170,1910c26d-68bb-488a-ba64-7008391a6eee,Stockwell Methodist Church,-86.772234,40.284712,25,2020-11-02
171,7acef3cd-0c73-498b-a20f-772693315eca,Stockwell Market,-86.771878,40.286011,13,2020-11-02
172,7628b026-eb32-43d5-a7f1-5355a1e4a232,Hatke's Food Market,-86.77185899999998,40.286031,8,2020-11-02
173,5e1d2b4e-38f4-4176-8f7f-2fb047090f80,Pay Less Super Markets,-86.869238,40.433425,27,2020-11-02
174,5e5b46c1-3676-44a1-ad7c-9ac5e6522d8b,Boilermaker Butcher Block,-86.916862,40.423379,264,2020-11-02
175,04fcf584-79c6-41a7-b15b-8b6de0a0f22b,Meijer,-86.812792,40.414619,1253,2020-11-02
176,9bd5a2d0-62a3-4173-b021-9409b895e0af,Needler's Fresh Market,-86.870173,40.396488,98,2020-11-02
177,f6e41802-2d0d-43f9-859c-9a5dda554354,Asia Global Market,-86.924028,40.452223,26,2020-11-02
178,5212c865-be6f-4964-ab2f-0b2a39746eaa,Pay Less Super Markets,-86.917582,40.455335,132,2020-11-02
179,66832dd6-bfe2-409b-87ae-239d7e738b7d,ALDI,-86.90879699999998,40.453906,158,2020-11-02
180,b3a6ab86-cb51-46f0-93d8-ef197cc1c122,The Sunspot Natural Market,-86.91221999999998,40.45419,9,2020-11-02
181,ee0155f3-c342-48d9-9404-2a8d05c1b972,Fresh Thyme,-86.839669,40.4126,215,2020-11-02
182,c254c508-ff25-40b5-9cdb-41478993de7f,ALDI,-86.856575,40.405776,159,2020-11-02
183,5c29c187-736f-4743-bb00-fc09d0b98aea,La Tapatia,-86.861473,40.423244,110,2020-11-02
184,2f54a8eb-650d-4483-92f8-2ce9a627b094,Pay Less Super Markets,-86.84445500000002,40.390373,365,2020-11-02
185,924f4513-1dd0-4c33-8972-7b69d21b953b,Circle K,-86.860192,40.367866,192,2020-11-02
186,2ae82531-8546-4a56-af9a-e2e89e1752f7,Marsh Village Pantry,-86.939537,40.467548,52,2020-11-02
187,8fe663c3-8d11-49b5-b8bb-79f91a59c3d3,Family Express,-86.961534,40.457974,38,2020-11-02
188,d40ca386-4957-4acd-8454-357d6ca4ef0f,Village Pantry,-86.882468,40.426139,37,2020-11-02
189,60078f73-491c-4607-a18d-83085b83a6c2,Jane's Gourmet Deli & Catering,-86.893535,40.422291,50,2020-11-02
190,e05d0f00-5792-4665-9907-64587cd7cbb1,Village Pantry,-86.875714,40.381422,42,2020-11-02
191,4376ccff-d805-4f94-8df4-7c0440b0b248,Casey's General Stores,-86.90703,40.389182,94,2020-11-02
192,160e0019-5893-401b-bbe3-28ba6c2e0492,Circle K,-86.779715,40.37357,34,2020-11-02
193,8d5b7829-63ae-4f12-8d65-2484ff8e2f3d,Village Pantry,-86.874641,40.414199,116,2020-11-02
194,7b19bfd7-a2cd-4983-8741-7b7de6b922e4,Circle K,-86.827281,40.403918,143,2020-11-02
195,be24f616-fd5a-4088-a948-7a9025dab603,Family Express,-86.840551,40.462086,164,2020-11-02
196,a526916c-b7fa-40bd-a961-0485806b7f34,Family Express,-86.87995,40.447105,108,2020-11-02
197,f04e93cb-a385-4976-8b8b-45fa98d4baf0,Westland Co Op,-86.834554,40.34886,5,2020-11-02
198,812e4e62-b155-4800-b409-8a4a7daaa5dd,Circle K,-86.914019,40.431807,11,2020-11-02
199,36221ef6-27a0-4bb8-bf9f-60f825edac02,Circle K,-86.925143,40.452985,96,2020-11-02
200,92f4bf13-cfa3-4719-a2cd-ffe9da8d94a0,Family Express,-86.920563,40.445365,104,2020-11-02
201,3901acb8-97fe-45b0-96b8-1af5333be7e2,Circle K,-86.825412,40.418285,19,2020-11-02
202,27b376b8-6bf3-4827-a3a6-ae4b9e18baf3,Family Express,-86.857474,40.420183,109,2020-11-02
203,9c86b8fa-2be4-400d-8d23-c97a8b20d0eb,Tower Corner Citgo,-86.838001,40.403494,147,2020-11-02
204,5f40bfd3-d38c-463a-8b8e-4124acad357f,Circle K,-86.861081,40.419405,155,2020-11-02
205,6ad6d09d-191c-4131-8211-0d580e35ba51,Super Test Oil,-86.856812,40.400886,69,2020-11-02
206,b646d2c7-711c-4bee-8769-160c95fdbb5a,Family Express,-86.837189,40.377006,147,2020-11-02
207,856693b9-5f60-481e-b917-cae93589aa00,Village Pantry,-86.85879,40.382128,31,2020-11-02
208,dc4b9fd8-a2b0-44c3-9902-0bb666614123,Family Express,-86.837822,40.389152,165,2020-11-02
209,f48c402d-b13d-4eb1-92e9-0232a215f828,Beutler Meat Processing,-86.899614,40.410763,10,2020-11-02
210,164cd5f1-1cb9-4a0b-ba71-dd1b174be85d,Lafayette Farmers Market,-86.891574,40.418378,5,2020-11-02
211,0a92ab5b-f43d-4387-8a46-96fb5e304175,The Weathered Plow Farmers Market,-86.86986999999998,40.443211,15,2020-11-02
212,2dc285f3-80b6-4704-a31a-6b0d19c9e706,Wea Creek Orchard,-86.86238399999998,40.336385,18,2020-11-02
213,b6a1b577-ccc9-4f79-8f49-be270d55ea83,West Lafayette Farmers Market,-86.916097,40.464461,31,2020-11-02
214,18355c5c-433e-4cb3-b90f-f19efc8c1e73,Richelle In A Handbasket,-86.872865,40.430041,50,2020-11-02
215,4d31aef1-e83d-4681-a529-5173f620af38,Stewart C Miller & Co Inc,-86.85407099999998,40.410787,47,2020-11-02
216,55dd8bd3-8ac1-4c96-bc30-1027ca6fa8d5,350 S Liquors,-86.862338,40.36791,9,2020-11-02
217,c5068fc3-9c66-4a1f-a9dd-5df73231bfda,Bar Barry Liquors IV,-86.870763,40.367558,61,2020-11-02
218,e786589a-2afd-4704-b40c-6e7a13f69ebb,Spot Tavern,-86.89277,40.41357,22,2020-11-02
219,547ca055-efdb-4308-b303-f90a4881e21f,Clark's Liquors,-86.89337900000002,40.414015,8,2020-11-02
220,5cfddd5d-1470-4215-ac23-f851ea6e9981,Dales Southside,-86.875731,40.381343,31,2020-11-02
221,117d9971-e0d0-413d-b3a0-272c1e620e2b,Elmwood Liquors,-86.87665799999998,40.426381,15,2020-11-02
222,580fab1e-2019-4b4f-a0e4-2862cbbe7c21,Penguin Liquors Store,-86.85780600000002,40.394995,9,2020-11-02
223,8568a67b-a0d7-422e-864e-2c0b36b3243e,North End Liquors,-86.881823,40.437634,38,2020-11-02
224,acba9e94-382f-4350-b935-fdb5d19e7dbf,Bedrock Liquors,-86.952619,40.371242,70,2020-11-02
225,84fdf889-882f-42f1-8bdd-e11f324e79ec,Village Bottle Shoppe,-86.920919,40.445638,26,2020-11-02
226,c471cfea-56c3-4708-a1ec-d70facce30ad,Village Bottle Shoppe,-86.911115,40.453978,55,2020-11-02
227,bbad88f1-2fc1-48cf-98ff-b9ddeab25c04,Bar Barry Liquors,-86.87824599999998,40.41663,11,2020-11-02
228,78bd7660-c142-40c1-b7cf-b5dee8a84450,CVS,-86.876573,40.366292,216,2020-11-02
229,0168984b-cce4-486e-be27-e4df8d0d60bc,Drug Treatment Centers Lafayette,-86.89455,40.417647,69,2020-11-02
230,c1bd8545-d4e7-422f-8cc5-adfa98ff3b00,CVS,-86.87813100000002,40.425126,83,2020-11-02
231,3fdb4b07-b350-4d22-a26d-e08f38bcdad7,Osco Drug,-86.90554,40.388304,16,2020-11-02
